izo,rocnik,poznamka,ucivo,blok RVP,ucivo RVP
102564329,6,,Historické prameny,ČLOVĚK V DĚJINÁCH,"význam zkoumání dějin, získávání informací o dějinách; historické prameny"
102564329,6,,Historický čas a prostor,ČLOVĚK V DĚJINÁCH,historický čas a prostor
102564329,6,,Člověk a lidská společnost v pravěku,POČÁTKY LIDSKÉ SPOLEČNOSTI,člověk a lidská společnost v pravěku
102564329,6,,Život pravěkého člověka,POČÁTKY LIDSKÉ SPOLEČNOSTI,člověk a lidská společnost v pravěku
102564329,6,,Šíření člověka po Zemi,POČÁTKY LIDSKÉ SPOLEČNOSTI,člověk a lidská společnost v pravěku
102564329,6,,Nejstarší kulturní památky,POČÁTKY LIDSKÉ SPOLEČNOSTI,člověk a lidská společnost v pravěku
102564329,6,,Změna života po vzniku zemědělství,POČÁTKY LIDSKÉ SPOLEČNOSTI,člověk a lidská společnost v pravěku
102564329,6,,Změna života po objevení prvních kovů,POČÁTKY LIDSKÉ SPOLEČNOSTI,člověk a lidská společnost v pravěku
102564329,6,,Nejstarší starověké civilizace a jejich kulturní odkaz,NEJSTARŠÍ CIVILIZACE. KOŘENY EVROPSKÉ KULTURY,nejstarší starověké civilizace a jejich kulturní odkaz
102564329,6,,Mezopotámie,NEJSTARŠÍ CIVILIZACE. KOŘENY EVROPSKÉ KULTURY,nejstarší starověké civilizace a jejich kulturní odkaz
102564329,6,,Egypt,NEJSTARŠÍ CIVILIZACE. KOŘENY EVROPSKÉ KULTURY,nejstarší starověké civilizace a jejich kulturní odkaz
102564329,6,,Antické Řecko,NEJSTARŠÍ CIVILIZACE. KOŘENY EVROPSKÉ KULTURY,antické Řecko a Řím
102564329,6,,Řím,NEJSTARŠÍ CIVILIZACE. KOŘENY EVROPSKÉ KULTURY,antické Řecko a Řím
102564329,6,,Starověká Indie,NEJSTARŠÍ CIVILIZACE. KOŘENY EVROPSKÉ KULTURY,nejstarší starověké civilizace a jejich kulturní odkaz
102564329,6,,Starověká Čína,NEJSTARŠÍ CIVILIZACE. KOŘENY EVROPSKÉ KULTURY,nejstarší starověké civilizace a jejich kulturní odkaz
102564329,7,,,,
102564329,7,,Nový etnický obraz Evropy,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,nový etnický obraz Evropy
102564329,7,,Rozpad a zánik Římské říše,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,nový etnický obraz Evropy
102564329,7,,Vznik nových států v Evropě,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,utváření států ve východoevropském a západoevropském kulturním okruhu a jejich specifický vývoj
102564329,7,,Velká Morava a český stát,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,"Velká Morava a český stát, jejich vnitřní vývoj a postavení v Evropě"
102564329,7,,Vnitřní vývoj a postavení Velké Moravy a českého státu v Evropě,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,"Velká Morava a český stát, jejich vnitřní vývoj a postavení v Evropě"
102564329,7,,Přemyslovci,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,"Velká Morava a český stát, jejich vnitřní vývoj a postavení v Evropě"
102564329,7,,Lucemburkové,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,"Velká Morava a český stát, jejich vnitřní vývoj a postavení v Evropě"
102564329,7,,Křesťanství,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,"křesťanství, papežství, císařství, křížové výpravy"
102564329,7,,Papežství,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,"křesťanství, papežství, císařství, křížové výpravy"
102564329,7,,Císařství,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,"křesťanství, papežství, císařství, křížové výpravy"
102564329,7,,Křížové výpravy,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,"křesťanství, papežství, císařství, křížové výpravy"
102564329,7,,Spory mezi papežem a císařem,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,"křesťanství, papežství, císařství, křížové výpravy"
102564329,7,,Struktura středověké společnosti,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,"struktura středověké společnosti, funkce jednotlivých vrstev"
102564329,7,,Funkce jednotlivých vrstev středověké společnosti,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,"struktura středověké společnosti, funkce jednotlivých vrstev"
102564329,7,,Kultura středověké společnosti,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,kultura středověké společnosti - románské a gotické umění a vzdělanost
102564329,7,,Románské umění,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,kultura středověké společnosti - románské a gotické umění a vzdělanost
102564329,7,,Gotické umění,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,kultura středověké společnosti - románské a gotické umění a vzdělanost
102564329,7,,Vzdělanost ve středověké společnosti,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,kultura středověké společnosti - románské a gotické umění a vzdělanost
102564329,7,,Renesance,OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,"renesance, humanismus, husitství, reformace a jejich šíření Evropou"
102564329,7,,Humanismus,OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,"renesance, humanismus, husitství, reformace a jejich šíření Evropou"
102564329,7,,Kritici církve,OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,"renesance, humanismus, husitství, reformace a jejich šíření Evropou"
102564329,7,,Počátky reformace církve,OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,"renesance, humanismus, husitství, reformace a jejich šíření Evropou"
102564329,7,,Šíření reformace Evropou,OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,"renesance, humanismus, husitství, reformace a jejich šíření Evropou"
102564329,7,,Jan Hus a jeho odkaz,OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,"renesance, humanismus, husitství, reformace a jejich šíření Evropou"
102564329,7,,Husitské války a jejich vliv na Evropu,OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,"renesance, humanismus, husitství, reformace a jejich šíření Evropou"
102564329,7,,Zámořské objevy,OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,zámořské objevy a počátky dobývání světa
102564329,7,,Počátky dobývání světa,OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,zámořské objevy a počátky dobývání světa
102564329,7,,Objevení Ameriky,OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,zámořské objevy a počátky dobývání světa
102564329,7,,První plavba kolem světa,OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,zámořské objevy a počátky dobývání světa
102564329,7,,Vývoj a zánik jihoamerických civilizací,OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,zámořské objevy a počátky dobývání světa
102564329,7,,Důsledky zámořských objevů,OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,zámořské objevy a počátky dobývání světa
102564329,7,,Český stát a velmoci v 15. - 18. století,OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,český stát a velmoci v 15.-18. století
102564329,7,,České země po husitských válkách,OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,český stát a velmoci v 15.-18. století
102564329,7,,Vláda Jiřího z Poděbrad,OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,český stát a velmoci v 15.-18. století
102564329,7,,Doba Jagellonců,OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,český stát a velmoci v 15.-18. století
102564329,7,,Nástup Habsburků na český trůn,OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,český stát a velmoci v 15.-18. století
102564329,7,,České země součást Habsburské říše,OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,český stát a velmoci v 15.-18. století
102564329,7,,Doba Rudolfa II,OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,český stát a velmoci v 15.-18. století
102564329,7,,Stavovské povstání,OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,český stát a velmoci v 15.-18. století
102564329,7,,Třicetiletá válka a její dopady,OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,český stát a velmoci v 15.-18. století
102564329,7,,Jan Amos Komenský,OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,český stát a velmoci v 15.-18. století
102564329,8,,,,
102564329,8,,Baroko,OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,barokní kultura a osvícenství
102564329,8,,Barokní kultura,OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,barokní kultura a osvícenství
102564329,8,,České baroko,OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,barokní kultura a osvícenství
102564329,8,,Osvícenství,OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,barokní kultura a osvícenství
102564329,8,,Osvícenský absolutismus,OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,barokní kultura a osvícenství
102564329,8,,Osvícenský absolutismus v habsburské monarchii,OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,barokní kultura a osvícenství
102564329,8,,Vznik USA,MODERNIZACE SPOLEČNOSTI,"Velká francouzská revoluce a napoleonské období, jejich vliv na Evropu a svět; vznik USA"
102564329,8,,Změny v habsburské monarchii v 2. polovině 19. století,MODERNIZACE SPOLEČNOSTI,národní hnutí velkých a malých národů; utváření novodobého českého národa
102564329,8,,"Ústava, vznik Rakouska - Uherska",MODERNIZACE SPOLEČNOSTI,"politické proudy (konzervativismus, liberalismus, demokratismus, socialismus), ústava, politické strany, občanská práva"
102564329,8,,Češi a Němci v českých zemích,MODERNIZACE SPOLEČNOSTI,národní hnutí velkých a malých národů; utváření novodobého českého národa
102564329,8,,Židé v českých zemích,MODERNIZACE SPOLEČNOSTI,národní hnutí velkých a malých národů; utváření novodobého českého národa
102564329,8,,Kultura 2. poloviny 19. století v českých zemích,MODERNIZACE SPOLEČNOSTI,kulturní rozrůzněnost doby
102564329,8,,Habsburská monarchie na začátku 20. století,MODERNIZACE SPOLEČNOSTI,národní hnutí velkých a malých národů; utváření novodobého českého národa
102564329,8,,Všeobecné volební právo,MODERNIZACE SPOLEČNOSTI,"politické proudy (konzervativismus, liberalismus, demokratismus, socialismus), ústava, politické strany, občanská práva"
102564329,8,,Emancipace žen,MODERNIZACE SPOLEČNOSTI,"politické proudy (konzervativismus, liberalismus, demokratismus, socialismus), ústava, politické strany, občanská práva"
102564329,8,,Technický pokrok,ROZDĚLENÝ A INTEGRUJÍCÍ SE SVĚT,"věda, technika a vzdělání jako faktory vývoje; sport a zábava"
102564329,8,,Sport a kultura,ROZDĚLENÝ A INTEGRUJÍCÍ SE SVĚT,"věda, technika a vzdělání jako faktory vývoje; sport a zábava"
102564329,8,,Francouzská revoluce,MODERNIZACE SPOLEČNOSTI,"Velká francouzská revoluce a napoleonské období, jejich vliv na Evropu a svět; vznik USA"
102564329,8,,Napoleonské období,MODERNIZACE SPOLEČNOSTI,"Velká francouzská revoluce a napoleonské období, jejich vliv na Evropu a svět; vznik USA"
102564329,8,,Národní hnutí v Evropě i českých zemích,MODERNIZACE SPOLEČNOSTI,národní hnutí velkých a malých národů; utváření novodobého českého národa
102564329,8,,Průmyslová revoluce a její vliv na společnost,MODERNIZACE SPOLEČNOSTI,industrializace a její důsledky pro společnost; sociální otázka
102564329,8,,Modernizace v Evropě 2. polovině 19. století,MODERNIZACE SPOLEČNOSTI,industrializace a její důsledky pro společnost; sociální otázka
102564329,8,,Modernizace a významné státy Evropy i světa,MODERNIZACE SPOLEČNOSTI,industrializace a její důsledky pro společnost; sociální otázka
102564329,8,,Kolonialismus,MODERNIZACE SPOLEČNOSTI,"konflikty mezi velmocemi, kolonialismus"
102564329,8,,První světová válka,MODERNÍ DOBA,"první světová válka a její politické, sociální a kulturní důsledky"
102564329,8,,Vznik Československa,MODERNÍ DOBA,"nové politické uspořádání Evropy a úloha USA ve světě; vznik Československa, jeho hospodářsko-politický vývoj, sociální a národnostní problémy"
102564329,8,,"První světová válka a její politické, sociální a kulturní důsledky",MODERNÍ DOBA,"první světová válka a její politické, sociální a kulturní důsledky"
102564329,8,,"Nové politické uspořádání Evropy a úloha USA ve světě, vznik Československa",MODERNÍ DOBA,"nové politické uspořádání Evropy a úloha USA ve světě; vznik Československa, jeho hospodářsko-politický vývoj, sociální a národnostní problémy"
102564329,8,,Mezinárodněpolitická a hospodářská situace ve 20. a 30. letech,MODERNÍ DOBA,"mezinárodněpolitická a hospodářská situace ve 20. a 30. letech; totalitní systémy - komunismus, fašismus, nacismus - důsledky pro Československo a svět"
102564329,8,,"Totalitní systémy: komunismus, fašismus, nacismus - důsledky pro Československo a svět",MODERNÍ DOBA,"mezinárodněpolitická a hospodářská situace ve 20. a 30. letech; totalitní systémy - komunismus, fašismus, nacismus - důsledky pro Československo a svět"
102564329,8,,Nacistická a komunistická propaganda,MODERNÍ DOBA,"mezinárodněpolitická a hospodářská situace ve 20. a 30. letech; totalitní systémy - komunismus, fašismus, nacismus - důsledky pro Československo a svět"
102564329,8,,Druhá světová válka,MODERNÍ DOBA,"druhá světová válka, holokaust; situace v našich zemích, domácí a zahraniční odboj; politické, mocenské a ekonomické důsledky války"
102564329,8,,Situace v našich zemích během druhé světové války,MODERNÍ DOBA,"druhá světová válka, holokaust; situace v našich zemích, domácí a zahraniční odboj; politické, mocenské a ekonomické důsledky války"
102564329,8,,Domácí a zahraniční odboj během druhé světové války,MODERNÍ DOBA,"druhá světová válka, holokaust; situace v našich zemích, domácí a zahraniční odboj; politické, mocenské a ekonomické důsledky války"
102564329,8,,"Politické, mocenské a ekonomické důsledky druhé světové války",MODERNÍ DOBA,"druhá světová válka, holokaust; situace v našich zemích, domácí a zahraniční odboj; politické, mocenské a ekonomické důsledky války"
102564329,8,,Holocaust a jeho dopady na společnost,MODERNÍ DOBA,"druhá světová válka, holokaust; situace v našich zemích, domácí a zahraniční odboj; politické, mocenské a ekonomické důsledky války"
102564329,8,,"Hospodářsko-politický vývoj, sociální a národnostní problémy Československa",MODERNÍ DOBA,"nové politické uspořádání Evropy a úloha USA ve světě; vznik Československa, jeho hospodářsko-politický vývoj, sociální a národnostní problémy"
102564329,8,,"Studená válka, rozdělení světa do vojenských bloků reprezentovaných supervelmocemi",ROZDĚLENÝ A INTEGRUJÍCÍ SE SVĚT,"studená válka, rozdělení světa do vojenských bloků reprezentovaných supervelmocemi; politické, hospodářské, sociální a ideologické soupeření"
102564329,8,,"Politické, hospodářské, sociální a ideologické soupeření během studené války",ROZDĚLENÝ A INTEGRUJÍCÍ SE SVĚT,"studená válka, rozdělení světa do vojenských bloků reprezentovaných supervelmocemi; politické, hospodářské, sociální a ideologické soupeření"
102564329,8,,Vývoj západního a východního bloku během studené války,ROZDĚLENÝ A INTEGRUJÍCÍ SE SVĚT,"studená válka, rozdělení světa do vojenských bloků reprezentovaných supervelmocemi; politické, hospodářské, sociální a ideologické soupeření"
102564329,8,,Vnitřní situace v zemích východního bloku,ROZDĚLENÝ A INTEGRUJÍCÍ SE SVĚT,vnitřní situace v zemích východního bloku (na vybraných příkladech srovnání s charakteristikou západních zemí)
102564329,8,,Srovnání vnitřní situace v zemích východního a západního bloku,ROZDĚLENÝ A INTEGRUJÍCÍ SE SVĚT,vnitřní situace v zemích východního bloku (na vybraných příkladech srovnání s charakteristikou západních zemí)
102564329,8,,Vývoj Československa od roku 1945 do roku 1989,ROZDĚLENÝ A INTEGRUJÍCÍ SE SVĚT,"vývoj Československa od roku 1945 do roku 1989, vznik České republiky"
102564329,8,,Vznik České republiky,ROZDĚLENÝ A INTEGRUJÍCÍ SE SVĚT,"vývoj Československa od roku 1945 do roku 1989, vznik České republiky"
102564329,8,,Rozpad koloniálního systému,ROZDĚLENÝ A INTEGRUJÍCÍ SE SVĚT,"rozpad koloniálního systému, mimoevropský svět"
102564329,8,,Mimoevropský svět po rozpadu koloniálního systému,ROZDĚLENÝ A INTEGRUJÍCÍ SE SVĚT,"rozpad koloniálního systému, mimoevropský svět"
102564329,8,,Problémy současnosti,ROZDĚLENÝ A INTEGRUJÍCÍ SE SVĚT,problémy současnosti
102564329,8,,"Věda, technika a vzdělání jako faktory vývoje",ROZDĚLENÝ A INTEGRUJÍCÍ SE SVĚT,"věda, technika a vzdělání jako faktory vývoje; sport a zábava"
102564329,8,,Sport a zábava,ROZDĚLENÝ A INTEGRUJÍCÍ SE SVĚT,"věda, technika a vzdělání jako faktory vývoje; sport a zábava"
102565279,6,,,,
102565279,6,,Význam zkoumání dějin,ČLOVĚK V DĚJINÁCH,"význam zkoumání dějin, získávání informací o dějinách; historické prameny"
102565279,6,,Získávání informací o dějinách s pomocí digitálních zdrojů,ČLOVĚK V DĚJINÁCH,"význam zkoumání dějin, získávání informací o dějinách; historické prameny"
102565279,6,,Historické prameny,ČLOVĚK V DĚJINÁCH,"význam zkoumání dějin, získávání informací o dějinách; historické prameny"
102565279,6,,"Databáze, portály, kanály a pořady s výukovými dějepisnými materiály",ČLOVĚK V DĚJINÁCH,"význam zkoumání dějin, získávání informací o dějinách; historické prameny"
102565279,6,,Historický čas a prostor,ČLOVĚK V DĚJINÁCH,historický čas a prostor
102565279,6,,Člověk a lidská společnost v pravěku,POČÁTKY LIDSKÉ SPOLEČNOSTI,člověk a lidská společnost v pravěku
102565279,6,,Nejstarší starověké civilizace a jejich kulturní odkaz,NEJSTARŠÍ CIVILIZACE. KOŘENY EVROPSKÉ KULTURY,nejstarší starověké civilizace a jejich kulturní odkaz
102565279,6,,Antické Řecko a Řím,NEJSTARŠÍ CIVILIZACE. KOŘENY EVROPSKÉ KULTURY,antické Řecko a Řím
102565279,6,,Střední Evropa a její styky s antickým Středomořím,NEJSTARŠÍ CIVILIZACE. KOŘENY EVROPSKÉ KULTURY,střední Evropa a její styky s antickým Středomořím
102565279,7,,,,
102565279,7,,Historický čas a prostor,JINÉ,jiné dějepisné téma
102565279,7,,Nový etnický obraz Evropy,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,nový etnický obraz Evropy
102565279,7,,Utváření států ve východoevropském a západoevropském kulturním okruhu,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,utváření států ve východoevropském a západoevropském kulturním okruhu a jejich specifický vývoj
102565279,7,,"Islám a islámské říše ovlivňující Evropu (Arabové, Turci)",KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,"islám a islámské říše ovlivňující Evropu (Arabové, Turci)"
102565279,7,,"Velká Morava a český stát, jejich vnitřní vývoj a postavení v Evropě",KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,"Velká Morava a český stát, jejich vnitřní vývoj a postavení v Evropě"
102565279,7,,Křesťanství,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,"křesťanství, papežství, císařství, křížové výpravy"
102565279,7,,Papežství,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,"křesťanství, papežství, císařství, křížové výpravy"
102565279,7,,Císařství,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,"křesťanství, papežství, císařství, křížové výpravy"
102565279,7,,Křížové výpravy,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,"křesťanství, papežství, císařství, křížové výpravy"
102565279,7,,Struktura středověké společnosti,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,"struktura středověké společnosti, funkce jednotlivých vrstev"
102565279,7,,Funkce jednotlivých vrstev,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,"struktura středověké společnosti, funkce jednotlivých vrstev"
102565279,7,,Kultura středověké společnosti,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,kultura středověké společnosti - románské a gotické umění a vzdělanost
102565279,7,,Románské umění,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,kultura středověké společnosti - románské a gotické umění a vzdělanost
102565279,7,,Gotické umění,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,kultura středověké společnosti - románské a gotické umění a vzdělanost
102565279,7,,Vzdělanost,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,kultura středověké společnosti - románské a gotické umění a vzdělanost
102565279,8,,,,
102565279,8,,Historický čas a prostor,JINÉ,jiné dějepisné téma
102565279,8,,Renesance,OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,"renesance, humanismus, husitství, reformace a jejich šíření Evropou"
102565279,8,,Humanismus,OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,"renesance, humanismus, husitství, reformace a jejich šíření Evropou"
102565279,8,,Reformace a její šíření Evropou,OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,"renesance, humanismus, husitství, reformace a jejich šíření Evropou"
102565279,8,,Husitství,OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,"renesance, humanismus, husitství, reformace a jejich šíření Evropou"
102565279,8,,Zámořské objevy,OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,zámořské objevy a počátky dobývání světa
102565279,8,,Počátky dobývání světa,OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,zámořské objevy a počátky dobývání světa
102565279,8,,Český stát a velmoci v 15. - 18. století,OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,český stát a velmoci v 15.-18. století
102565279,8,,Barokní kultura,OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,barokní kultura a osvícenství
102565279,8,,Osvícenství,OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,barokní kultura a osvícenství
102565279,8,,Industrializace a její důsledky pro společnost,MODERNIZACE SPOLEČNOSTI,industrializace a její důsledky pro společnost; sociální otázka
102565279,8,,Sociální otázka,MODERNIZACE SPOLEČNOSTI,industrializace a její důsledky pro společnost; sociální otázka
102565279,8,,Velká francouzská revoluce a napoleonské období,MODERNIZACE SPOLEČNOSTI,"Velká francouzská revoluce a napoleonské období, jejich vliv na Evropu a svět; vznik USA"
102565279,8,,Vliv Velké francouzské revoluce a napoleonského období na Evropu a svět,MODERNIZACE SPOLEČNOSTI,"Velká francouzská revoluce a napoleonské období, jejich vliv na Evropu a svět; vznik USA"
102565279,8,,Vznik USA,MODERNIZACE SPOLEČNOSTI,"Velká francouzská revoluce a napoleonské období, jejich vliv na Evropu a svět; vznik USA"
102565279,8,,Národní hnutí velkých a malých národů,MODERNIZACE SPOLEČNOSTI,národní hnutí velkých a malých národů; utváření novodobého českého národa
102565279,8,,Utváření novodobého českého národa,MODERNIZACE SPOLEČNOSTI,národní hnutí velkých a malých národů; utváření novodobého českého národa
102565279,8,,Revoluce 19. století,MODERNIZACE SPOLEČNOSTI,"revoluce 19. století jako prostředek řešení politických, sociálních a národnostních problémů"
102565279,8,,"Politické proudy (konzervativismus, liberalismus, demokratismus, socialismus)",MODERNIZACE SPOLEČNOSTI,"politické proudy (konzervativismus, liberalismus, demokratismus, socialismus), ústava, politické strany, občanská práva"
102565279,8,,Ústava,MODERNIZACE SPOLEČNOSTI,"politické proudy (konzervativismus, liberalismus, demokratismus, socialismus), ústava, politické strany, občanská práva"
102565279,8,,Politické strany,MODERNIZACE SPOLEČNOSTI,"politické proudy (konzervativismus, liberalismus, demokratismus, socialismus), ústava, politické strany, občanská práva"
102565279,8,,Občanská práva,MODERNIZACE SPOLEČNOSTI,"politické proudy (konzervativismus, liberalismus, demokratismus, socialismus), ústava, politické strany, občanská práva"
102565279,9,,,,
102565279,9,,Historický čas a prostor,JINÉ,jiné dějepisné téma
102565279,9,,Kulturní rozrůzněnost doby,MODERNIZACE SPOLEČNOSTI,kulturní rozrůzněnost doby
102565279,9,,Konflikty mezi velmocemi,MODERNIZACE SPOLEČNOSTI,"konflikty mezi velmocemi, kolonialismus"
102565279,9,,Kolonialismus,MODERNIZACE SPOLEČNOSTI,"konflikty mezi velmocemi, kolonialismus"
102565279,9,,První světová válka,MODERNÍ DOBA,"první světová válka a její politické, sociální a kulturní důsledky"
102565279,9,,Politické důsledky první světové války,MODERNÍ DOBA,"první světová válka a její politické, sociální a kulturní důsledky"
102565279,9,,Sociální důsledky první světové války,MODERNÍ DOBA,"první světová válka a její politické, sociální a kulturní důsledky"
102565279,9,,Kulturní důsledky první světové války,MODERNÍ DOBA,"první světová válka a její politické, sociální a kulturní důsledky"
102565279,9,,Nové politické uspořádání Evropy,MODERNÍ DOBA,nové politické uspořádání Evropy a úloha USA ve světě
102565279,9,,Úloha USA ve světě,MODERNÍ DOBA,nové politické uspořádání Evropy a úloha USA ve světě
102565279,9,,Mezinárodněpolitická situace ve 20. a 30. letech,MODERNÍ DOBA,"mezinárodněpolitická a hospodářská situace ve 20. a 30. letech; totalitní systémy - komunismus, fašismus, nacismus - důsledky pro Československo a svět"
102565279,9,,Hospodářská situace ve 20. a 30. letech,MODERNÍ DOBA,"mezinárodněpolitická a hospodářská situace ve 20. a 30. letech; totalitní systémy - komunismus, fašismus, nacismus - důsledky pro Československo a svět"
102565279,9,,"Totalitní systémy - komunismus, fašismus, nacismus",MODERNÍ DOBA,"mezinárodněpolitická a hospodářská situace ve 20. a 30. letech; totalitní systémy - komunismus, fašismus, nacismus - důsledky pro Československo a svět"
102565279,9,,Důsledky totalitních systémů pro Československo a svět,MODERNÍ DOBA,"mezinárodněpolitická a hospodářská situace ve 20. a 30. letech; totalitní systémy - komunismus, fašismus, nacismus - důsledky pro Československo a svět"
102565279,9,,Druhá světová válka,MODERNÍ DOBA,"druhá světová válka, holokaust; situace v našich zemích, domácí a zahraniční odboj; politické, mocenské a ekonomické důsledky války"
102565279,9,,Holokaust,MODERNÍ DOBA,"druhá světová válka, holokaust; situace v našich zemích, domácí a zahraniční odboj; politické, mocenské a ekonomické důsledky války"
102565279,9,,Situace v našich zemích během druhé světové války,MODERNÍ DOBA,"druhá světová válka, holokaust; situace v našich zemích, domácí a zahraniční odboj; politické, mocenské a ekonomické důsledky války"
102565279,9,,Domácí a zahraniční odboj během druhé světové války,MODERNÍ DOBA,"druhá světová válka, holokaust; situace v našich zemích, domácí a zahraniční odboj; politické, mocenské a ekonomické důsledky války"
102565279,9,,Politické důsledky druhé světové války,MODERNÍ DOBA,"druhá světová válka, holokaust; situace v našich zemích, domácí a zahraniční odboj; politické, mocenské a ekonomické důsledky války"
102565279,9,,Mocenské důsledky druhé světové války,MODERNÍ DOBA,"druhá světová válka, holokaust; situace v našich zemích, domácí a zahraniční odboj; politické, mocenské a ekonomické důsledky války"
102565279,9,,Ekonomické důsledky druhé světové války,MODERNÍ DOBA,"druhá světová válka, holokaust; situace v našich zemích, domácí a zahraniční odboj; politické, mocenské a ekonomické důsledky války"
102565279,9,,Vznik Československa,MODERNÍ DOBA,"nové politické uspořádání Evropy a úloha USA ve světě; vznik Československa, jeho hospodářsko-politický vývoj, sociální a národnostní problémy"
102565279,9,,Hospodářsko-politický vývoj Československa,MODERNÍ DOBA,"nové politické uspořádání Evropy a úloha USA ve světě; vznik Československa, jeho hospodářsko-politický vývoj, sociální a národnostní problémy"
102565279,9,,Sociální problémy Československa,MODERNÍ DOBA,"nové politické uspořádání Evropy a úloha USA ve světě; vznik Československa, jeho hospodářsko-politický vývoj, sociální a národnostní problémy"
102565279,9,,Národnostní problémy Československa,MODERNÍ DOBA,"nové politické uspořádání Evropy a úloha USA ve světě; vznik Československa, jeho hospodářsko-politický vývoj, sociální a národnostní problémy"
